1 5.0
2 5.0
3 20.0
4 20.0
5 17.0
6 17.0
7 3.0
8 3.0
9 2.0
10 13.0
11 2.0
12 2.0
13 9.0
14 9.0
15 9.0
16 9.0
17 19.0
18 19.0
19 14.0
20 14.0
21 12.0
22 12.0
23 12.0
24 12.0
25 4.0
26 4.0
27 4.0
28 4.0
29 11.0
30 11.0
31 11.0
32 11.0
33 8.0
34 8.0
35 21.0
36 21.0
37 8.0
38 18.0
39 1.0
40 1.0
41 16.0
42 16.0
43 10.0
44 10.0
45 3.0
46 3.0
47 3.0
48 3.0
49 6.0
50 6.0
51 15.0
52 15.0
53 17.0
54 17.0
55 17.0
56 17.0
57 16.0
58 16.0
59 16.0
60 16.0
61 7.0
62 7.0
63 7.0
64 7.0
